Type_OSM,id_OSM,lon,lat,tuple Lat-lon,Catégories,Sous_Cat,name
node,5455331776,3.0634220,50.6353265,"(50.6353265,3.0634220)",Daily_Life,optician,Lissac
node,9268909317,3.0585794,50.6392839,"(50.6392839,3.0585794)",Entertainment,bar,Little Delirium Café
node,7467944480,3.0582203,50.6374466,"(50.6374466,3.0582203)",Entertainment,bar,Little Havana
node,7353668126,3.0645550,50.6314320,"(50.6314320,3.0645550)",Entertainment,restaurant,Little Italy
node,9472516391,3.0602592,50.6351909,"(50.6351909,3.0602592)",Entertainment,restaurant,Little Seasons
node,3197173135,3.0693377,50.6201311,"(50.6201311,3.0693377)",Entertainment,fast_food,Little Time Coffee
node,9972346648,3.0637918,50.6391779,"(50.6391779,3.0637918)",Shopping,clothes,Livy
way,108761194,3.0707728,50.6111085,"(50.6111085,3.0707728)",Culture,community_centre,Local associatif du faubourg de Douai
node,5109177874,3.0570218,50.6271622,"(50.6271622,3.0570218)",Entertainment,bar,Lokarria
node,3084335575,2.9857397,50.6455651,"(50.6455651,2.9857397)",Public_transport,platform,Lomme – Bourg
node,3084335576,2.9846037,50.6454439,"(50.6454439,2.9846037)",Public_transport,platform,Lomme – Bourg
node,2464483070,3.0122111,50.6389999,"(50.6389999,3.0122111)",Public_transport,platform,Lomme – Hôtel de Ville
node,6985168692,3.0125474,50.6390350,"(50.6390350,3.0125474)",Public_transport,platform,Lomme – Hôtel de Ville
node,6985168695,3.0185627,50.6407172,"(50.6407172,3.0185627)",Public_transport,platform,Lomme – Lambersart – Arthur Notebart
node,6984726102,3.0013465,50.6304035,"(50.6304035,3.0013465)",Public_transport,platform,Lomme – Marais
node,6984726103,3.0014345,50.6304736,"(50.6304736,3.0014345)",Public_transport,platform,Lomme – Marais
way,287653596,2.9947694,50.6461388,"(50.6461388,2.9947694)",Slow_transport,bicycle_parking,Lomme Maison des Enfants
node,5383857975,3.0630015,50.6384487,"(50.6384487,3.0630015)",Shopping,fashion_accessories,Longchamp
node,5348005219,3.0658588,50.6360912,"(50.6360912,3.0658588)",Shopping,travel_agency,Look Voyages
way,42325110,3.0611229,50.6259041,"(50.6259041,3.0611229)",Entertainment,restaurant,Los 3 compadres
node,5986743906,3.0539896,50.6293085,"(50.6293085,3.0539896)",Entertainment,fast_food,Lou
node,9246425494,3.0625716,50.6412541,"(50.6412541,3.0625716)",Entertainment,restaurant,Loui's Burger Bar
node,7620261164,3.0661731,50.6348491,"(50.6348491,3.0661731)",Shopping,watches,Louis Pion
node,7441780965,3.0638921,50.6394762,"(50.6394762,3.0638921)",Shopping,clothes,Louis Vuitton
node,4421806113,3.0485289,50.6324286,"(50.6324286,3.0485289)",Entertainment,bar,LouLou
node,9813270676,3.0577896,50.6395896,"(50.6395896,3.0577896)",Entertainment,restaurant,Lucky Panda
node,9972346646,3.0617298,50.6387809,"(50.6387809,3.0617298)",Daily_Life,optician,Lunettes de Zac
node,5324523710,3.0674007,50.6370317,"(50.6370317,3.0674007)",Daily_Life,optician,Lunettes Pour Tous
node,8987442679,3.0731818,50.6377540,"(50.6377540,3.0731818)",Daily_Life,optician,Lunettes pour tous
node,5455331757,3.0640275,50.6347328,"(50.6347328,3.0640275)",Shopping,cosmetics,Lush
node,2717259665,3.0934652,50.6320815,"(50.6320815,3.0934652)",Daily_Life,hairdresser,Luxe Coiffure
node,5405879884,3.0949429,50.6314766,"(50.6314766,3.0949429)",Entertainment,restaurant,Lwiza
node,5405879892,3.0956192,50.6312043,"(50.6312043,3.0956192)",Daily_Life,bakery,Lwiza Snack
way,514992596,2.9942701,50.6505388,"(50.6505388,2.9942701)",Education,Lycée,"Lycée d'enseignement général, technologique et professionnel agricole de Lomme"
way,246335677,3.0789112,50.6148482,"(50.6148482,3.0789112)",Education,Lycée,Lycée Faidherbe
way,84529923,3.0672686,50.6170374,"(50.6170374,3.0672686)",Education,Lycée,Lycée général et technologique César Baggio
way,209097273,3.0468536,50.6197857,"(50.6197857,3.0468536)",Education,Lycée,Lycée général et technologique international Montebello
way,338669843,2.9985204,50.6503179,"(50.6503179,2.9985204)",Education,Lycée,Lycée général et technologique Jean Prouvé
way,856443896,3.0577391,50.6315535,"(50.6315535,3.0577391)",Education,Lycée,Lycée général Fénelon
way,667937283,3.0474810,50.6313807,"(50.6313807,3.0474810)",Education,Lycée,Lycée Général Privé Catholique Sainte-Thérèse d'Avila
way,411941447,3.0621050,50.6429610,"(50.6429610,3.0621050)",Education,Lycée,Lycée général privé Notre-Dame de La Paix
node,3475477179,2.9945086,50.6491012,"(50.6491012,2.9945086)",Education,Lycée,Lycée Horticole
way,451569649,3.0936117,50.6286185,"(50.6286185,3.0936117)",Education,Lycée,Lycée Hôtelier International de Lille
node,6299332595,3.0701664,50.6401151,"(50.6401151,3.0701664)",Public_transport,platform,Lycée Louis Pasteur
node,6300836220,3.0686469,50.6407198,"(50.6407198,3.0686469)",Public_transport,platform,Lycée Louis Pasteur
node,6357682094,3.0687447,50.6408514,"(50.6408514,3.0687447)",Public_transport,platform,Lycée Louis Pasteur
way,185862088,3.0889054,50.6407819,"(50.6407819,3.0889054)",Education,Lycée,Lycée Ozanam
way,967350401,3.0540199,50.6140233,"(50.6140233,3.0540199)",Education,Lycée,Lycée privé Averroès
way,710274309,3.0925232,50.6309057,"(50.6309057,3.0925232)",Education,Lycée,Lycée professionnel Aimé Césaire
node,1803700201,3.0682368,50.6171573,"(50.6171573,3.0682368)",Education,Lycée,Lycée Professionnel César Baggio
node,2403667315,2.9967369,50.6493623,"(50.6493623,2.9967369)",Education,Lycée,Lycée professionnel Sonia Delaunay
way,730158246,3.0488837,50.6284306,"(50.6284306,3.0488837)",Education,Lycée,Lycée Saint-Paul
way,95012724,3.0600905,50.6422992,"(50.6422992,3.0600905)",Education,Lycée,Lycée technologique privé Notre-Dame d'Annay
node,3605735163,2.9838925,50.6453527,"(50.6453527,2.9838925)",Daily_Life,hairdresser,Lydia Coiffure
way,39442612,3.0232456,50.6377780,"(50.6377780,3.0232456)",Convenience,beauty,M Institut
node,5555761904,3.0689985,50.6363894,"(50.6363894,3.0689985)",Entertainment,restaurant,M Thai
node,3713723394,3.0269868,50.6359414,"(50.6359414,3.0269868)",Entertainment,restaurant,M'Eating
node,5274237684,3.0700115,50.6367687,"(50.6367687,3.0700115)",Daily_Life,supermarket,M&S Foodhall
node,9152543301,3.0642989,50.6200331,"(50.6200331,3.0642989)",Daily_Life,bakery,Ma Gourmandise
node,9160569880,3.0674771,50.6395882,"(50.6395882,3.0674771)",Entertainment,restaurant,Ma reine
node,2899737771,3.0582560,50.6378968,"(50.6378968,3.0582560)",Entertainment,bar,Ma-Tine
node,7416536016,3.0681700,50.6334068,"(50.6334068,3.0681700)",Entertainment,restaurant,Maboule
node,2096356683,3.0698140,50.6270332,"(50.6270332,3.0698140)",Entertainment,pub,Mac Allans Saint-Sauveur
node,8987442676,3.0731874,50.6375865,"(50.6375865,3.0731874)",Shopping,cosmetics,MAC Cosmetics
node,9985932832,3.0628981,50.6350410,"(50.6350410,3.0628981)",Entertainment,fast_food,Made in France
node,5942418326,3.0644005,50.6336254,"(50.6336254,3.0644005)",Entertainment,fast_food,Made In Street
node,5239453925,3.0557425,50.6337051,"(50.6337051,3.0557425)",Entertainment,cafe,Madison Coffee
node,5768108634,3.0580564,50.6387159,"(50.6387159,3.0580564)",Entertainment,bar,Madre
node,7507475187,3.0624104,50.6376587,"(50.6376587,3.0624104)",Shopping,interior_decoration,Madura
node,8971542150,3.0767576,50.6373856,"(50.6373856,3.0767576)",Education,University,Maestris Beauté Santé
node,8987463231,3.0767254,50.6373474,"(50.6373474,3.0767254)",Education,University,Maestris Sup
node,5202232466,3.0542500,50.6293952,"(50.6293952,3.0542500)",Daily_Life,tobacco,Mag Presse
node,6515598003,3.0550997,50.6461553,"(50.6461553,3.0550997)",Public_transport,platform,Magasin
node,6515598004,3.0538832,50.6454164,"(50.6454164,3.0538832)",Public_transport,platform,Magasin
node,6334228809,3.0778086,50.6225657,"(50.6225657,3.0778086)",Entertainment,nightclub,Magazine Club
node,4422206341,3.0550752,50.6323149,"(50.6323149,3.0550752)",Entertainment,bar,Magnum Café
node,3021793001,3.0614249,50.6336693,"(50.6336693,3.0614249)",Entertainment,restaurant,Maharani
node,5573883258,3.1084959,50.6280173,"(50.6280173,3.1084959)",Slow_transport,bicycle_parking,Mairie d'Hellemmes
node,2773106720,3.1086699,50.6272080,"(50.6272080,3.1086699)",Public_transport,platform,Mairie d'Hellemmes
node,2773106730,3.1088195,50.6273050,"(50.6273050,3.1088195)",Public_transport,platform,Mairie d'Hellemmes
node,392217617,3.1090277,50.6270877,"(50.6270877,3.1090277)",Public_transport,station,Mairie d'Hellemmes
node,5573883257,3.1081165,50.6279855,"(50.6279855,3.1081165)",Slow_transport,bicycle_parking,Mairie d'Hellemmes 2
node,8666073605,3.0707203,50.6329260,"(50.6329260,3.0707203)",Public_transport,platform,Mairie de Lille
node,8666073606,3.0705835,50.6324675,"(50.6324675,3.0705835)",Public_transport,platform,Mairie de Lille
node,406517672,3.0706587,50.6328076,"(50.6328076,3.0706587)",Public_transport,station,Mairie de Lille
node,2063753276,3.0395356,50.6238380,"(50.6238380,3.0395356)",Historic,attraction,Maison
node,2063753282,3.0394699,50.6238684,"(50.6238684,3.0394699)",Historic,attraction,Maison
node,2063753307,3.0631046,50.6346464,"(50.6346464,3.0631046)",Historic,attraction,Maison
node,2063753314,3.0618362,50.6349130,"(50.6349130,3.0618362)",Historic,attraction,Maison
node,2063753320,3.0591370,50.6363086,"(50.6363086,3.0591370)",Historic,attraction,Maison
node,2063753327,3.0598694,50.6363400,"(50.6363400,3.0598694)",Historic,attraction,Maison
node,2063753333,3.0598997,50.6363598,"(50.6363598,3.0598997)",Historic,attraction,Maison
node,2063753339,3.0652731,50.6363905,"(50.6363905,3.0652731)",Historic,attraction,Maison
node,2063753346,3.0654015,50.6364457,"(50.6364457,3.0654015)",Historic,attraction,Maison
node,2063753352,3.0653438,50.6364986,"(50.6364986,3.0653438)",Historic,attraction,Maison
node,2063753358,3.0647413,50.6368480,"(50.6368480,3.0647413)",Historic,attraction,Maison
node,2063753362,3.0594851,50.6368503,"(50.6368503,3.0594851)",Historic,attraction,Maison
node,2063753380,3.0593315,50.6370891,"(50.6370891,3.0593315)",Historic,attraction,Maison
node,2063753420,3.0636308,50.6380366,"(50.6380366,3.0636308)",Historic,attraction,Maison
node,2063753429,3.0636075,50.6380715,"(50.6380715,3.0636075)",Historic,attraction,Maison
node,2063753430,3.0635516,50.6381065,"(50.6381065,3.0635516)",Historic,attraction,Maison
node,2063753433,3.0635066,50.6381243,"(50.6381243,3.0635066)",Historic,attraction,Maison
node,2063753436,3.0640022,50.6383343,"(50.6383343,3.0640022)",Historic,attraction,Maison
node,2063753440,3.0544639,50.6384125,"(50.6384125,3.0544639)",Historic,attraction,Maison
node,2063753443,3.0617872,50.6387873,"(50.6387873,3.0617872)",Historic,attraction,Maison
node,2063753447,3.0585614,50.6388546,"(50.6388546,3.0585614)",Historic,attraction,Maison
node,2063753451,3.0585155,50.6390854,"(50.6390854,3.0585155)",Historic,attraction,Maison
node,2063753456,3.0584801,50.6391302,"(50.6391302,3.0584801)",Historic,attraction,Maison
node,2063753460,3.0564779,50.6391683,"(50.6391683,3.0564779)",Historic,attraction,Maison
node,2063753463,3.0632620,50.6392244,"(50.6392244,3.0632620)",Historic,attraction,Maison
node,2063753495,3.0660572,50.6422476,"(50.6422476,3.0660572)",Historic,attraction,Maison
node,2063753501,3.0664411,50.6425878,"(50.6425878,3.0664411)",Historic,attraction,Maison
node,2063753504,3.0616071,50.6437812,"(50.6437812,3.0616071)",Historic,attraction,Maison
node,2063753515,3.0615893,50.6439027,"(50.6439027,3.0615893)",Historic,attraction,Maison
node,2063753519,3.0636051,50.6441919,"(50.6441919,3.0636051)",Historic,attraction,Maison
node,2063753524,3.0636934,50.6442108,"(50.6442108,3.0636934)",Historic,attraction,Maison
node,2995433304,3.0614792,50.6295082,"(50.6295082,3.0614792)",Entertainment,cafe,Maison B La Passion Du Fait Maison
node,6359285220,3.0643515,50.6372455,"(50.6372455,3.0643515)",Daily_Life,chocolate,Maison Benoit
node,6804995864,3.0615827,50.6380289,"(50.6380289,3.0615827)",Shopping,perfumery,Maison Berger Paris
node,2063753199,3.0601164,50.6269801,"(50.6269801,3.0601164)",Historic,attraction,Maison Coilliot
way,43873925,3.0618812,50.6240211,"(50.6240211,3.0618812)",Culture,community_centre,Maison d'accueil Frédéric Oznanam
node,9433622443,3.0462238,50.6119934,"(50.6119934,3.0462238)",Education,Crèche,Maison d'assistance maternelle
node,2063753249,3.0560790,50.6453651,"(50.6453651,3.0560790)",Historic,attraction,Maison de fond de cour
node,8985776174,3.0646735,50.6409971,"(50.6409971,3.0646735)",Historic,attraction,"Maison de Gilles de la Boe, dite aussi du Bon Bouillon"
node,4432364355,3.0372695,50.6073436,"(50.6073436,3.0372695)",Healthcare,hospital,Maison de l'Appareil Auditif
way,331904418,2.9964220,50.6473703,"(50.6473703,2.9964220)",Education,Crèche,Maison de la Petite Enfance Suzanne Lacore
way,84400891,3.0480200,50.6229447,"(50.6229447,3.0480200)",Culture,community_centre,Maison de quartier wazemmes
node,3084335577,2.9948745,50.6461802,"(50.6461802,2.9948745)",Public_transport,platform,Maison des Enfants
node,3084335578,2.9938713,50.6462906,"(50.6462906,2.9938713)",Public_transport,platform,Maison des Enfants
node,2061592877,2.9952327,50.6463068,"(50.6463068,2.9952327)",Public_transport,station,Maison des Enfants
way,41426441,3.0475222,50.6269750,"(50.6269750,3.0475222)",Administration,public,Maison des Usagers en santé mentale
node,2063753253,3.0702587,50.6392747,"(50.6392747,3.0702587)",Historic,attraction,Maison dite des Vieux Hommes
node,5134071722,3.0481282,50.6268305,"(50.6268305,3.0481282)",Daily_Life,bakery,Maison Doucet
node,6536701933,3.0488853,50.6266884,"(50.6266884,3.0488853)",Daily_Life,bakery,Maison Doucet
node,2063752712,3.0679394,50.6356537,"(50.6356537,3.0679394)",Historic,attraction,Maison du Renard
node,5628771791,3.0600827,50.6384306,"(50.6384306,3.0600827)",Daily_Life,butcher,Maison Evrard
node,5525538037,3.0481165,50.6244555,"(50.6244555,3.0481165)",Culture,museum,Maison Folie de Lille Wazemmes
node,4846431895,3.0622124,50.6375719,"(50.6375719,3.0622124)",Daily_Life,chocolate,Maison Georges Larnicol
node,6485471687,3.0653585,50.6386393,"(50.6386393,3.0653585)",Entertainment,fast_food,Maison JaJa
node,2876189634,3.0599644,50.6357777,"(50.6357777,3.0599644)",Daily_Life,bakery,Maison Landemaine
node,10130417960,3.0640936,50.6372718,"(50.6372718,3.0640936)",Shopping,jewelry,Maison Laudate
way,39437332,3.0287599,50.6322430,"(50.6322430,3.0287599)",Healthcare,doctors,Maison médicale
way,84451082,3.0587631,50.6458349,"(50.6458349,3.0587631)",Culture,museum,Maison natale de Charles de Gaulle
node,6159414377,3.0588461,50.6356114,"(50.6356114,3.0588461)",Daily_Life,bakery,Maison Papillon
node,6171946492,3.0262393,50.6362096,"(50.6362096,3.0262393)",Entertainment,restaurant,Maison Sophie
way,152828111,3.0455699,50.6382506,"(50.6382506,3.0455699)",Entertainment,zoo,Maison Tropicale
node,2063753575,3.0635296,50.6326539,"(50.6326539,3.0635296)",Historic,attraction,Maisons
node,2063753582,3.0635932,50.6326604,"(50.6326604,3.0635932)",Historic,attraction,Maisons
node,2063753591,3.0635136,50.6326778,"(50.6326778,3.0635136)",Historic,attraction,Maisons
node,2063753598,3.0634834,50.6326995,"(50.6326995,3.0634834)",Historic,attraction,Maisons
node,2063753609,3.0634594,50.6327134,"(50.6327134,3.0634594)",Historic,attraction,Maisons
node,2063753619,3.0634319,50.6327321,"(50.6327321,3.0634319)",Historic,attraction,Maisons
node,2063753624,3.0591675,50.6360098,"(50.6360098,3.0591675)",Historic,attraction,Maisons
node,2063753634,3.0628971,50.6360800,"(50.6360800,3.0628971)",Historic,attraction,Maisons
node,2063753640,3.0629559,50.6361111,"(50.6361111,3.0629559)",Historic,attraction,Maisons
node,2063753647,3.0630233,50.6361437,"(50.6361437,3.0630233)",Historic,attraction,Maisons
node,2063753668,3.0630592,50.6361649,"(50.6361649,3.0630592)",Historic,attraction,Maisons
node,2063753675,3.0631209,50.6361951,"(50.6361951,3.0631209)",Historic,attraction,Maisons
node,2063753682,3.0631535,50.6362122,"(50.6362122,3.0631535)",Historic,attraction,Maisons
node,2063753688,3.0632018,50.6362368,"(50.6362368,3.0632018)",Historic,attraction,Maisons
node,2063753695,3.0632448,50.6362570,"(50.6362570,3.0632448)",Historic,attraction,Maisons
node,2063753703,3.0633061,50.6362888,"(50.6362888,3.0633061)",Historic,attraction,Maisons
node,2063753714,3.0633650,50.6363204,"(50.6363204,3.0633650)",Historic,attraction,Maisons
node,2063753723,3.0639737,50.6381547,"(50.6381547,3.0639737)",Historic,attraction,Maisons
node,2063753735,3.0639750,50.6381842,"(50.6381842,3.0639750)",Historic,attraction,Maisons
node,2063754170,3.0614063,50.6437052,"(50.6437052,3.0614063)",Historic,attraction,Maisons
node,2063754186,3.0603603,50.6438662,"(50.6438662,3.0603603)",Historic,attraction,Maisons
node,2063754197,3.0611638,50.6439201,"(50.6439201,3.0611638)",Historic,attraction,Maisons
node,2063754209,3.0605438,50.6439461,"(50.6439461,3.0605438)",Historic,attraction,Maisons
node,5425635634,3.0662410,50.6371620,"(50.6371620,3.0662410)",Shopping,interior_decoration,Maisons du monde
node,8984117841,3.0678641,50.6408263,"(50.6408263,3.0678641)",Historic,attraction,Maisons faisant partie du Rang des Arbalétriers
node,6122249972,3.0663543,50.6371264,"(50.6371264,3.0663543)",Shopping,jewelry,MaisonSilène
node,8328602630,3.0597262,50.6464354,"(50.6464354,3.0597262)",Shopping,clothes,Maiterama vintage
node,6135647790,3.0631552,50.6408312,"(50.6408312,3.0631552)",Shopping,clothes,Maje
node,7441428404,3.0638633,50.6385912,"(50.6385912,3.0638633)",Shopping,clothes,Maje
node,9700061717,3.0600837,50.6368091,"(50.6368091,3.0600837)",Daily_Life,hairdresser,Mak Engel
node,5700475752,3.0187666,50.6403049,"(50.6403049,3.0187666)",Entertainment,restaurant,Mama Francesca
node,6329760222,3.0744637,50.6382185,"(50.6382185,3.0744637)",Entertainment,restaurant,Mama Kitchen Caffè
node,6710313064,3.0715951,50.6386804,"(50.6386804,3.0715951)",Hotel,hotel,Mama Shelter Lille
node,9046147391,3.0614303,50.6337264,"(50.6337264,3.0614303)",Entertainment,restaurant,Mambo Miam Miam
node,2694370811,3.0861060,50.6322555,"(50.6322555,3.0861060)",Entertainment,fast_food,Mamma Cucina
node,2036292628,3.0792945,50.6274602,"(50.6274602,3.0792945)",Entertainment,fast_food,mamma divina
node,7441780961,3.0640658,50.6386996,"(50.6386996,3.0640658)",Shopping,shoes,Manfield
node,8962809530,3.0648232,50.6383762,"(50.6383762,3.0648232)",Shopping,books,Manga Dokaze
node,5509181234,3.0559541,50.6326904,"(50.6326904,3.0559541)",Shopping,books,Manga no yume
node,3602058136,3.0475531,50.6263977,"(50.6263977,3.0475531)",Entertainment,fast_food,Mangez-Moi
node,5348005208,3.0643782,50.6348697,"(50.6348697,3.0643782)",Shopping,clothes,Mango
node,7625813502,3.0641242,50.6337227,"(50.6337227,3.0641242)",Daily_Life,hairdresser,Manon C
node,6893506499,2.9873578,50.6456182,"(50.6456182,2.9873578)",Convenience,beauty,Maoya
node,3180349665,3.0978173,50.6302406,"(50.6302406,3.0978173)",Public_transport,platform,Marbrerie
node,3180349666,3.0974863,50.6302474,"(50.6302474,3.0974863)",Public_transport,platform,Marbrerie
node,392217618,3.0978885,50.6301511,"(50.6301511,3.0978885)",Public_transport,station,Marbrerie
node,5491760921,3.0476974,50.6278199,"(50.6278199,3.0476974)",Healthcare,doctors,Marc Catteau
node,3979699504,3.0901161,50.6329005,"(50.6329005,3.0901161)",Daily_Life,marketplace,Marché de Fives
node,7354597547,3.0868369,50.6367514,"(50.6367514,3.0868369)",Daily_Life,marketplace,Marché de Fives
node,1525126185,3.0497445,50.6260738,"(50.6260738,3.0497445)",Daily_Life,marketplace,Marché de Wazemmes
node,5261589221,3.0612411,50.6424748,"(50.6424748,3.0612411)",Daily_Life,marketplace,Marché du vieux Lille
node,7618566520,3.0628087,50.6411228,"(50.6411228,3.0628087)",Shopping,clothes,Marco Serussi
node,9155912005,3.0516925,50.6257563,"(50.6257563,3.0516925)",Entertainment,restaurant,Mardasteph Food
node,6133393170,3.0637358,50.6372522,"(50.6372522,3.0637358)",Shopping,perfumery,Marionnaud
node,7625813501,3.0644049,50.6333589,"(50.6333589,3.0644049)",Entertainment,fast_food,Marmites
node,9208100582,3.0226620,50.6342738,"(50.6342738,3.0226620)",Entertainment,restaurant,MARTA
node,2612902771,3.0150255,50.6348814,"(50.6348814,3.0150255)",Public_transport,platform,Martyrs
node,2612902774,3.0138557,50.6354341,"(50.6354341,3.0138557)",Public_transport,platform,Martyrs
node,1502852091,3.0517462,50.6257150,"(50.6257150,3.0517462)",Entertainment,bar,Marvin's Bar
node,6335433750,2.9824603,50.6451788,"(50.6451788,2.9824603)",Healthcare,doctors,Mary Jean-Pierre
node,7199946898,3.0557096,50.6309136,"(50.6309136,3.0557096)",Entertainment,fast_food,Masala St.
node,2356406293,3.0541006,50.6315465,"(50.6315465,3.0541006)",Public_transport,platform,Masséna
node,2356406295,3.0541599,50.6316464,"(50.6316464,3.0541599)",Public_transport,platform,Masséna
way,292053265,3.0538852,50.6321880,"(50.6321880,3.0538852)",Daily_Life,supermarket,Match
node,6196355935,3.0459731,50.6213277,"(50.6213277,3.0459731)",Daily_Life,supermarket,Match
node,7792928512,3.0650368,50.6196837,"(50.6196837,3.0650368)",Daily_Life,supermarket,Match
node,5372918792,3.0614135,50.6238673,"(50.6238673,3.0614135)",Shopping,musical_instrument,Mathieu Millet - Luthier
node,6133393111,3.0637801,50.6382040,"(50.6382040,3.0637801)",Shopping,jewelry,Mauboussin
node,7442270838,3.0646881,50.6403420,"(50.6403420,3.0646881)",Shopping,clothes,Max Mara
node,8968764531,3.0674543,50.6351617,"(50.6351617,3.0674543)",Education,University,MBway
way,77380327,3.0345445,50.6186914,"(50.6186914,3.0345445)",Entertainment,fast_food,McDonald's
node,553496162,3.0704830,50.6358161,"(50.6358161,3.0704830)",Entertainment,fast_food,McDonald's
way,108107122,2.9842588,50.6508030,"(50.6508030,2.9842588)",Entertainment,fast_food,McDonald's
way,42533726,3.0621460,50.6327230,"(50.6327230,3.0621460)",Entertainment,fast_food,McDonald's
way,45895565,3.0628294,50.6368774,"(50.6368774,3.0628294)",Entertainment,fast_food,McDonald's
node,9931883792,3.1117160,50.6276553,"(50.6276553,3.1117160)",Culture,library,Médiathèque d'Hellemmes
way,85092314,3.0890926,50.6312724,"(50.6312724,3.0890926)",Culture,library,Médiathèque de Fives
way,108761072,3.0549563,50.6100267,"(50.6100267,3.0549563)",Culture,library,Médiathèque de Lille Sud
node,1808960728,3.0504699,50.6248367,"(50.6248367,3.0504699)",Culture,library,Médiathèque de Wazemmes
node,1808960729,3.0341013,50.6353466,"(50.6353466,3.0341013)",Culture,library,Médiathèque des Bois-Blancs
way,40527506,3.0374248,50.6197715,"(50.6197715,3.0374248)",Culture,library,Médiathèque Municipale du Faubourg de Béthune
way,40995416,3.0659328,50.6324166,"(50.6324166,3.0659328)",Culture,library,Médiathèque Municipale Jean Lévy
node,4846431902,3.0619182,50.6377451,"(50.6377451,3.0619182)",Daily_Life,pastry,Méert
node,7507475195,3.0618096,50.6376893,"(50.6376893,3.0618096)",Entertainment,restaurant,Méert
node,7444485007,3.0657140,50.6418790,"(50.6418790,3.0657140)",Entertainment,restaurant,Meet People
node,8015860189,3.0126816,50.6395219,"(50.6395219,3.0126816)",Daily_Life,hairdresser,Mégastyl
node,1004465892,3.0763380,50.6417588,"(50.6417588,3.0763380)",Slow_transport,bicycle_parking,MEL
node,5199896858,3.0646526,50.6397569,"(50.6397569,3.0646526)",Shopping,clothes,Mellow Yellow
node,4405067340,3.0360068,50.6326996,"(50.6326996,3.0360068)",Entertainment,cafe,Melting Port
node,5455331752,3.0588824,50.6389376,"(50.6389376,3.0588824)",Shopping,interior_decoration,Memento Mori
node,4438235089,2.9824343,50.6513985,"(50.6513985,2.9824343)",Entertainment,restaurant,Memphis
node,6335434109,2.9814395,50.6516258,"(50.6516258,2.9814395)",Entertainment,restaurant,Memphis Lomme
node,8464276957,3.0606667,50.6383547,"(50.6383547,3.0606667)",Shopping,shoes,Mephisto
node,3077003784,3.0245898,50.6286480,"(50.6286480,3.0245898)",Public_transport,platform,Mermoz
node,5325754290,3.0483768,50.6267304,"(50.6267304,3.0483768)",Daily_Life,deli,Merveille d'Asie
node,6135647793,3.0636483,50.6406822,"(50.6406822,3.0636483)",Shopping,clothes,Mes Demoiselles
node,6536701941,3.0494232,50.6266396,"(50.6266396,3.0494232)",Entertainment,restaurant,Mestizo
way,85097305,3.1086502,50.6274372,"(50.6274372,3.1086502)",Shopping,retail,Métalunette
way,71580728,3.0668941,50.6236114,"(50.6236114,3.0668941)",Sport,sports_centre,Metro bowling
node,6545265203,3.0675085,50.6371040,"(50.6371040,3.0675085)",Shopping,interior_decoration,Meubles & Déco
node,2917888511,3.0582034,50.6211889,"(50.6211889,3.0582034)",Public_transport,platform,Meuniers
node,2917888512,3.0591482,50.6213196,"(50.6213196,3.0591482)",Public_transport,platform,Meuniers
node,8019505335,3.0650503,50.6329710,"(50.6329710,3.0650503)",Shopping,travel_agency,Mevsim Voyages
node,5942418306,3.0529839,50.6289080,"(50.6289080,3.0529839)",Entertainment,restaurant,Mezze & Co
node,1538514324,3.0639553,50.6339500,"(50.6339500,3.0639553)",Entertainment,fast_food,Mezzo di Pasta
node,6122249964,3.0636654,50.6353235,"(50.6353235,3.0636654)",Shopping,shoes,Mia Tao
node,4421806114,3.0485812,50.6323778,"(50.6323778,3.0485812)",Entertainment,restaurant,Mian Dian
node,6821185889,3.0682207,50.6329388,"(50.6329388,3.0682207)",Entertainment,restaurant,Michel
node,3547107678,3.0655899,50.6293743,"(50.6293743,3.0655899)",Healthcare,doctors,Michel Charline
node,9616194038,3.0575704,50.6445103,"(50.6445103,3.0575704)",Entertainment,restaurant,Millésime
way,251757445,3.0514296,50.6256162,"(50.6256162,3.0514296)",Entertainment,cafe,Mimoun
node,7441428405,3.0640705,50.6385997,"(50.6385997,3.0640705)",Shopping,shoes,Minelli
node,8979286611,3.0611803,50.6359489,"(50.6359489,3.0611803)",Shopping,shoes,Minelli
node,5163093759,3.0658065,50.6340267,"(50.6340267,3.0658065)",Shopping,shoes,Mini Maxi
node,7507475186,3.0626809,50.6375172,"(50.6375172,3.0626809)",Daily_Life,alcohol,Ministry Of Beer
node,5199896863,3.0645409,50.6399112,"(50.6399112,3.0645409)",Shopping,clothes,Mise au Green
node,6159414368,3.0651614,50.6354507,"(50.6354507,3.0651614)",Shopping,clothes,Miss Coquines
node,6875570161,2.9887005,50.6443396,"(50.6443396,2.9887005)",Shopping,clothes,Miss Lily boutique
node,2374013133,3.0748745,50.6300671,"(50.6300671,3.0748745)",Administration,Mairie,Mission Locale de Lille
node,5407835066,3.0586679,50.6309633,"(50.6309633,3.0586679)",Entertainment,fast_food,Mister Chicken
node,7073122189,3.0873231,50.6321256,"(50.6321256,3.0873231)",Entertainment,restaurant,Mister Cuisine
node,5709628393,3.0605252,50.6363047,"(50.6363047,3.0605252)",Shopping,clothes,Mistigriff
node,5788113353,3.0078768,50.6466180,"(50.6466180,3.0078768)",Public_transport,platform,Mitterie
node,8660494167,3.0077668,50.6467878,"(50.6467878,3.0077668)",Public_transport,platform,Mitterie
